,id,title,rating,image_path,overview,vote_count,director,actor,country,release,movie_rating,runtime,genre,description,ott,,,,,,,,,,
2212,382517,Open Season: Scared Silly,5.9,/syPX53LuGYrQSPYc8NjsiCZgfsi.jpg,"The humans and animals believe a werewolf is on the loose, and former hunter Shaw uses the opportunity to re-open the season. Boog, Elliot, and Mr. Weenie have to face their fears and find the werewolf to get the season closed permanently.",240,David Feiss,"William Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis","United States, Canada",2015,PG,85 min,"Children & Family Movies, Comedies","When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",netflix,,,,,,,,,,
2213,382581,Monster High: Great Scarrier Reef,7.8,/fSyx6I8PVT91d6LgNReYLRyDt0e.jpg,"Join your favourite ghoulfriends in an all-new aquatic adventure! When the ghouls get pulled into the school pool, they're transported to the gore-geous underwater world of the Great Scarrier Reef. Lagoon realizes she's come home and, in a fintastic mission of the heart, decides to come to terms with her own freaky flaws. Of course she'll need help from the most creeperific firends ever as she confronts a frenemy from her past, competes in a scaretastic dance extravaganze, and fights a terrible beast from the deep!",75,William Lau,"Larissa Galagher, Kate Higgins, Debi Derryberry, Salli Saffioti, America Young, Evan Smith, Lyndsy Kail, Rachel Staman, Cherami Leigh, Paula Rhodes, Erin Fitzgerald",United States,2016,TV-Y7,72 min,Children & Family Movies,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy.",netflix,,,,,,,,,,
2214,382614,The Book of Henry,7.5,/suLFg4UjvM5BoDipg2Wu3gZ802T.jpg,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",1087,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",United States,2017,PG-13,105 min,Dramas,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",netflix,,,,,,,,,,
2215,384521,The Cloverfield Paradox,5.6,/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",2568,Julius Onah,"Gugu Mbatha-Raw, David Oyelowo, Daniel Br√ºhl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee",United States,2018,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",netflix,,,,,,,,,,
2216,384680,Hostiles,6.9,/rqoezyB51GfhiloOB5ZErg5HXas.jpg,A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,1775,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Timoth√©e Chalamet, Ben Foster, Adam Beach, Rory Cochrane, Peter Mullan, Scott Wilson, Paul Anderson, Jonathan Majors, John Benjamin Hickey, Q'orianka Kilcher, Ryan Bingham",United States,2017,R,134 min,Dramas,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland.",netflix,,,,,,,,,,
2217,384798,Kill Command,5.5,/xn6t1nYJaUMmudnHHiK390AORNu.jpg,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",455,Steven Gomez,"Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Deborah Rosan, Thure Lindhardt",United Kingdom,2016,TV-MA,100 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","On a remote island, elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots.",netflix,,,,,,,,,,
2218,385317,Hot Bot,4.3,/8RDA2lNABrzve1FaeNfyrLKNhye.jpg,Hot Bot is the hilarious journey of two sexually repressed and unpopular teenage geeks who accidentally discover a life-like super-model sex bot.,167,Michael Polish,"Cynthia Kirchner, Doug Haley, Zack Pearlman, Larry Miller, Danny Masterson, Anthony Anderson, David Shackelford, Donald Faison, Angela Kinsey, Kirby Bliss Blanton, John Robinson",United States,2016,NR,93 min,Comedies,"Two teenage geeks inadvertently find a lifelike, state-of-the-art sex robot, but must dodge the high-profile owner who lost her in order to keep her.",netflix,,,,,,,,,,
2219,385448,The Little Mermaid,5,/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg,A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,750,"Ron Clements, John Musker","Ren√© Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",United States,1989,G,86 min,"Animation, Family, Fantasy",Dive into Disney fun with Ariel in The Little Mermaid.,disney,,,,,,,,,,
2220,385448,The Little Mermaid,5,/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg,A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,750,"Blake Harris, Chris Bouchard","William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez, Shirley MacLaine, Gina Gershon, Shanna Collins, Chris Yong, Jo Marie Payton, Tom Nowicki",United States,2018,PG,85 min,"Children & Family Movies, Dramas","In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister.",netflix,,,,,,,,,,
2221,387426,Okja,7.4,/pHlRr2MfjK77VIIAO7p0R4jhsJI.jpg,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",3459,Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito","South Korea, United States",2017,TV-MA,121 min,"Action & Adventure, Comedies, Dramas","A gentle giant and the girl who raised her are caught in the crossfire between animal activism, corporate greed and scientific ethics.",netflix,,,,,,,,,,
2222,387893,Ice Age: The Great Egg-Scapade,6.4,/ysQqYp9G37Q114Nc6uvCHbDmaj6.jpg,"A harried prehistoric bird mother entrusts her precious, soon-to-hatch egg to Sid. When she recommends him to her neighbours, business booms at his new egg-sitting service. However, dastardly pirate bunny, Squint, who is seeking revenge on the herd, steals, camouflages and hides all the eggs. Once again, with Squint?ôs twin brother assisting, Manny, Diego and the rest of the gang come to the rescue and take off on a daring mission that turns into the world?ôs first Easter egg hunt.",371,Ricardo Curtis,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",United States,2016,TV-G,26 min,"Animation, Comedy, Family",Our favorite Ice Age herd embarks on a rescue mission that turns into the world?ôs first egg hunt.,disney,,,,,,,,,,
2223,388202,Arsenal,4.6,/zDriMSMor8ofESkYnFBmm6oXHjy.jpg,"After the deadbeat brother of a businessman is assumed to be in on his own kidnapping, his sibling must take action to rescue him.",106,Steven C. Miller,"Nicolas Cage, John Cusack, Adrian Grenier, Johnathon Schaech, Lydia Hull, Abbie Gayle",,2017,R,92 min,"Action, Suspense",Family loyalty is tested in this ferocious thriller about a successful businessman willing to do anything for his deadbeat - brother including tracking down the vicious mobster holding him hostage.,amazon,,,,,,,,,,
2224,388440,The Curse of Sleeping Beauty,4.9,/wO6If1l2Uv5RIngEyZmcAcI2k28.jpg,"Thomas Kaiser inherits an ancestral mansion that has been in his family for generations ??only to learn that he has also inherited an ancient curse stemming back to the Crusades. Forced into his new role as ?úprotector????the guardian appointed to keep the evil demons in the house at bay ??Thomas teams with an ambitious local realtor and paranormal cleric to unravel the mystery of the house, while struggling to awaken the beautiful Briar Rose, held captive in a terrifying netherworld seen previously in his dreams.",166,Pearry Reginald Teo,"Ethan Peck, India Eisley, Natalie Hall, Bruce Davison, James Adam Lim, Scott Alan Smith, Zack Ward, Cyd Strittmatter, Madelaine Petsch",,2016,AGES_16_,87 min,"Horror, Science Fiction, Suspense",Thomas unexpectedly inherits a property with a mysterious curse.,amazon,,,,,,,,,,
2225,389015,"I, Tonya",7.5,/6gNXwSHxaksR1PjVZRqNapmkgj3.jpg,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",4639,,,"United States, United Kingdom, Australia, Canada",2017,R,120 min,"Comedy, Drama","Based on the unbelievable but true events, I, Tonya is a dark comedic tale of American figure skater, Tonya Harding, and one of the most sensational scandals in sports history.",hulu,,,,,,,,,,
2226,390051,Aftermath,5.8,/25oWTCGqIik4gUTMidx3L8DI4Bt.jpg,"A fatal plane crash changes the lives of Roman and Jake forever. Roman loses his wife and daughter in the accident, while Jake loses his mind?îas he happens to be the air traffic controller who failed to avert the nightmare. Rage and revenge engulfs Roman and Jake finds himself swamped with guilt and regret.",707,Peter Winther,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",United States,2021,TV-MA,115 min,Horror Movies,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",netflix,,,,,,,,,,
2227,390054,Sand Castle,6.5,/c9buG2jVRgAu68E4D4jpwlgqhO1.jpg,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",586,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",United States,2017,TV-MA,113 min,"Action & Adventure, Dramas, Independent Movies","After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.",netflix,,,,,,,,,,
2228,390059,Permission,5,/1YIGIS0Imzi5S2bbkjlQOhEJthS.jpg,A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,123,Brian Crano,"Rebecca Hall, Dan Stevens, Gina Gershon, Francois Arnaud, Jason Sudeikis, Morgan Spector, Sarah Steele",,2018,18+,98 min,"Comedy, Drama",A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,amazon,,,,,,,,,,
2229,390062,Jungle,6.5,/tDgxknTVwrScxpCYyGUjXSn5NRk.jpg,"In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",1468,Greg McLean,"Daniel Radcliffe, Thomas Kretschmann, Joel Jackson, Yasmin Kassim","Australia, Colombia, United Kingdom",2017,R,116 min,Action,"A group of friends join a guide for a trek into the Bolivian jungle, searching for an Indian village. The men soon realize that the jungle is a difficult place to be.",amazon,,,,,,,,,,
2230,390989,Sharknado 4: The 4th Awakens,4.5,/xUbN2ww2T3y3kaW6lf3c5DabE5O.jpg,"The new installment of the Sharknado franchise takes place 5 years after Sharknado 3: Oh Hell No! There have been no Sharknados in the intervening years, but now they?ôre appearing again in unexpected ways.",290,Anthony C. Ferrante,"Ian Ziering, Tara Reid, David Hasselhoff, Gary Busey, Tommy Davidson, Cody Linley, Imani Hakim",United States,2016,13+,85 min,"Action, Horror, Science Fiction","Five years after the wave of sharknados that wracked the east coast, our heroes are living a quiet life in the middle of the country ??as far away from sharks as possible. But when a freak sand sharknado hits Vegas, Fin is thrown back into action, fighting sharknados on a cross-country race to save his family and the world ??as all mankind should know by now, there is no escaping...",amazon,,,,,,,,,,
2231,391698,The Beatles: Eight Days a Week - The Touring Years,7.6,/A6q7Jy4vXgXXoCoHX4lpCaKvcMV.jpg,"The Beatles stormed through Europe's music scene in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.",268,,,"United States, United Kingdom",2016,106 min,,"Documentaries, Music","Academy Award-winner Ron Howard?ôs highly anticipated documentary feature film about The Beatles??phenomenal early career and the incredible, profound impact the band imparted upon the music industry and the world. The film explores how John Lennon, Paul McCartney, George Harrison and Ringo Starr came together to become this extraordinary phenomenon, ?úThe Beatles.??Delving into their inner workings ??how they made decisions, created their music and built their collective career together ??all the while, exploring The Beatles??extraordinary and unique musical gifts, their remarkable personalities and the insurmountable bond between them. Featuring rare and exclusive footage, the film is a musical experience that will transport audiences.",hulu,,,,,,,,,,
